url,provider
https://www.yahoo.com/entertainment/one-jennifer-lopez-exes-reportedly-180919412.html,SheKnows
https://www.yahoo.com/lifestyle/anthony-bourdain-called-unique-french-134535650.html,Tasting Table
https://www.yahoo.com/news/black-medic-wounded-d-day-171141921.html,Associated Press
https://www.yahoo.com/news/twisted-metal-starring-anthony-mackie-184618130.html,Blavity
https://www.yahoo.com/news/washington-post-publisher-keeps-proving-144344203.html,The New Republic
https://www.yahoo.com/lifestyle/walmart-selling-great-25-weekender-193007132.html,Parade
https://www.yahoo.com/entertainment/donald-trumps-five-children-don-015052165.html,TODAY
https://www.yahoo.com/tech/engineers-deploy-off-grid-solar-090000920.html,The Cool Down
https://www.yahoo.com/entertainment/diane-keaton-low-key-popped-164448921.html,CNN
https://www.yahoo.com/tech/chinese-battery-developer-announces-latest-020000516.html,The Cool Down
https://www.yahoo.com/entertainment/90-day-fiance-kalani-faagata-151705839.html,In Touch Weekly
https://www.yahoo.com/news/nasas-hubble-space-telescope-temporarily-145752534.html,Associated Press
https://www.yahoo.com/news/fireworks-shows-long-beach-san-193905945.html,KTLA articles
https://www.yahoo.com/entertainment/wynonna-judd-poses-jelly-roll-230700356.html,Parade
https://www.yahoo.com/entertainment/tom-cruise-calls-himself-king-233000484.html,Parade
